name,breed,rare_gen,price,age,life_expectancy,description_length,description,region,date,image_url
Родезийский риджбек мальчик,Родезийский риджбек,False,90000,0.5,12,263,"Питомник Acaди Фуaди предлaгает стандaртнoго мaльчика родeзийcкoго pиджбeкa Acади Фуади Аполлон д.p.03.09.2023г. oт прoвeренных пo пoтомству рoдитeлей.Будeт готов к перeезду в нoвый дoм поcлe 18 oктябpя. Питoмник конcультирует по вceм вопpoсам, а так же предла...",Москва,12.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/30/a5/4d/643631_130x130.jpg
Родезийский риджбек девочка. Стандарт.,Родезийский риджбек,True,90000,0.5,12,262,"Очаровательная девочка д.р. 03.09.2023г. ровного ярко рыжего окраса с широким правильным риджем и отличной анатомией в поисках лучшей семьи. Будет преданным другом, отличным компаньоном, перспективна для выставок(по Вашему желанию). Подарит много положительны...",Москва,12.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/33/17/ff/643635_130x130.jpg
Щенки Сиба Ину,Сиба-ину,False,25000,0.5,13,179,Вы задумались купить щенка Сибы ? У нас свободны для резервы две девочки шиба ину. Прививки по возрасту. Загородное содержание. Качественное питание. Из документов - вет. паспорт.,Москва,11.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/43/10/b7/643449_130x130.jpg
Щенки Сиба Ину,Сиба-ину,False,25000,0.5,13,179,Вы задумались купить щенка Сибы ? У нас свободны для резервы две девочки шиба ину. Прививки по возрасту. Загородное содержание. Качественное питание. Из документов - вет. паспорт.,Москва,11.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/35/8c/12/643453_130x130.jpg
Щенки Сиба Ину,Сиба-ину,False,25000,0.5,13,179,Вы задумались купить щенка Сибы ? У нас свободны для резервы две девочки шиба ину. Прививки по возрасту. Загородное содержание. Качественное питание. Из документов - вет. паспорт.,Москва,11.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/4e/5e/14/643457_130x130.jpg
Щенки Сиба Ину,Сиба-ину,False,25000,0.5,13,155,Щенки сиба ину. Задумались купить щенка? Любите задорный характер и рыжий цвет. Тогда вам к нам. Свободны к резерву две девочки шибы. Прививки по возрасту.,Москва,11.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/41/a3/93/643461_130x130.jpg
Шоколадные мальчики чихуахуа д/ш,Чихуахуа,False,45000,0.5,15,173,"Предлагаются 3 мальчика чихуахуа под резерв. Дата рождения 4 сентября. Веселые, крепкие ребята. Будут готовы к переезду к декабрю с прививками по возрасту и документами РКФ.",Москва,10.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/d1/62/6c/643042_130x130.jpg
Чистокровный шоколадный лабрадор,Лабрадор ретривер,True,80000,0.5,12,256,"Дoбрый, игривый и oбщительный мaльчик-лабpадор ищет нoвую сeмью! Побыл у нас чуть бoльшe нeдели, у жeны окaзaлacь cильная аллергия, тепeрь ищем новыx xoзяев. Имеет щeнячий пacпopт, полнocтью пpивит. Рoдители титулoваные чeмпиoны, хорoшая pодoсловнaя. Зн...",Москва,08.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/bb/2c/a3/642795_130x130.jpg
Щенки таксы,Такса (Дексхунд),False,8000,0.5,15,64,"Ласковые , игривые щенки таксы ищут добрых хозяев. Без прививок.",Москва,08.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/e3/d5/8b/642800_130x130.jpg
Померанский шпиц мальчик,Померанский шпиц,False,35000,0.2,12,174,"Продается щенок померанского шпица Возраст 2 месяца, к моменту продажи полностью привит. Приучен к туалету на пеленку Очень активный и игривый на двух последних фото родители",Москва,06.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/9f/1d/a0/642726_130x130.jpg
Тайра - стаффордширский терьер 1.5 года,Американский стаффордширский терьер,False,10000,5.0,12,261,"Тайра - молодая собака-подросток, стаффордширский терьер. Ей около 1.5 года, была спасена с улицы, видимо, выкинули вместе с только что родившимися щенками. Тайру стерилизовали, она сейчас находится на передержке в Махачкале. Доставку к вам организуем. Хорош...",Москва,03.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/08/a7/ce/642371_130x130.jpg
"Булочка - метис корги и джек рассел терьера, 6 месяцев",Вельш корги кардиган (корги кардиган),False,5000,0.5,12,261,"Булочка - добрейшей души собака! Представьте себе очень большого и плюшевого джек рассел терьера с лапками корги ?. Характер больше корги - рада вам, рада всему вокруг ). Довольно крупная, около 20 киллограммов, игривая, спокойно относится к другим собакам. ...",Москва,03.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/54/3e/4f/642374_130x130.jpg
Щенки французского бульдога,Басенджи,False,20000,0.5,12,251,"Рождены 25.08 Мальчики и девочки разного раскраса Можно смотреть и выбирать Малыши уже готовы к переезду , кушают корм , ходят на пеленку При себе имеет вет паспорт Сейчас находятся в Великом Новгороде, доставка бесплатная , так как езжу в СПБ чере...",Санкт-Петербург,03.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/58/dc/c6/642405_130x130.jpg
Щенки вель-корги пемброк,Вельш корги пемброк (корги пемброк),False,100000,0.5,12,40,"г. Рыбинск, Ярославская область Питомник",Москва,03.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0b/82/76/642447_130x130.jpg
Щенки стаффордширского бультерьера,Стаффордширский бультерьер,False,50000,0.2,12,255,"Открыты к продаже ЩЕНКИ стаффи Малышам 3 месяца, а это самый подходящий возраст, чтобы переехать в новый дом. Поэтому если вы действительно заинтересованы в покупке щенка этой породы &ndash торг уместен. Питомник английского стаффордширского бультерьер...",Екатеринбург,03.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/b3/f3/c8/642452_130x130.jpg
Щенки УИППЕТА,Уиппет,False,120000,0.5,12,173,"Щенки Уиппета, документы, клеймо РКФ, полностью привиты, суки, окрас тигрово-белый (есть светлее &ndash темнее). Отвечу на все вопросы WhatsApp и по телефону +7 925 504 8842",Москва,02.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/98/09/4b/642278_130x130.jpg
Щенки мопса,Мопс,False,20000,0.5,12,100,Шикарный малыш. 24.08.23г.р. Готов к переезду. Ветеринарный паспорт. Доставка в любую область лично.,Москва,02.10.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0a/e1/ae/642283_130x130.jpg
Щенки Chipoodle,Чихуахуа,False,55000,0.5,15,259,"Предлагаются щенки дизайнерской породы Чи-пу (Chipoodle), рождённые 22.07.2023. Мама - чихуахуа шоколадно-подпалая. Папа - той-пудель окрас фантом, (метрика, тесты). Остались два мальчика и девочка (кремовые). Щенки - игривые, общительные, привиты по возра...",Москва,30.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/e0/d9/c9/642180_130x130.jpg
Бигль срочно!,Бигль,False,28000,0.2,12,258,"Продаётся собака бигль , девочка 3 месяца. Приучена к пеленке. Имеется метрика и клеймо., паспорт и все Прививки в соответствии с возрастом. Добрая, активная Отдаём с преданным , все что есть, все входит в стоимость. Игрушки, корм (10кг), клтека, плед, ми...",Тверь,27.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/46/42/e7/641797_130x130.jpg
Продам шпица,Померанский шпиц,False,13000,0.2,12,90,"Очень срочно нужно продать, так как оказалось, что аллергия Мальчику чуть больше 2 месяцев",Пермь,26.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0c/b0/f3/641789_130x130.jpg
Щенки Бельгийского гриффона и Брабансона,Брюссельский гриффон,True,60000,0.5,15,175,"Питомник Имгосбулл предлагает щенков для продаже. Родословная. РКФ, привиты. Родители Мультичемпионы на Российских международных и Европейских выставках. Есть Вайбер и Вотсаап",Москва,25.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/8a/bf/57/641551_130x130.jpg
Помесь ротвейлера и немецкой овчарки,Ротвейлер,False,20000,5.0,9,99,"Продается девочка. 5 лет. Очень добрая, ласковая, жизнерадостная, не кусается. Знает команду сидеть",Москва,25.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/d2/7d/60/641688_130x130.jpg
РусскийСпаниель,Джек рассел терьер,False,10000,0.5,13,208,РУССКИЕ СПАНИЕЛИ. Продаю. Щенки. Охотничья порода. Отлично живут в семье.&nbsp Родились 30.07.2023 года. Окрас будет белый с рыжими пятнами. Будут с Прививками. Хвосты купированы. Заведи себе преданного друга,Краснодар,23.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/03/66/c9/641385_130x130.jpg
Щенки американского булли стандарт классик,Американский бульдог,False,100000,0.2,10,262,"Щенки американский булли тип классик АВКС ПОМЕТ от 22.07.2023 зарегистрирован открыты для брони и продажи. (Сейчас малышам 2 месяца) Полностью здоровы, с документами, сделана первая привика hdppi, проглистогонены. Скоро будут купировать ушки, при желании поте...",Москва,23.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/57/a6/0e/641467_130x130.jpg
Щенки Джек Рассел терьер,Джек рассел терьер,False,23000,0.5,13,254,"Предлагаются к продаже щенки дата рождения 25.07.2023.Три красавица,мальчики.В помёте было две девочки и пять мальчиков.Родители клубные.У парней имеется метрика, клеймо и прививки по возрасту Мальчишки готовы к переезду в новую семью.Ждут любящих хозяев",Омск,22.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0c/59/ae/641362_130x130.jpg
щенки басенджи,Басенджи,False,80000,0.5,12,123,"Дoрoгиe друзья! Питомник басенджи &quotАкома Hтоcо&quot, paд пpeдлoжить вам новый пoмeт. Дaтa poждения щенков - 16.08.23 г.",Москва,22.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/e1/af/93/641186_130x130.jpg
Немецкая овчарка щенки РКФ,Немецкая овчарка,True,50000,0.5,10,262,"В продаже отличные щенки стандартной немецкой овчарки, кобели и суки, возраст 1 месяц, крепкие, костистые, яркие, шикарно одеты, сильнейшие крови лучших собак Германии и Чемпионов Мира!!! Родители имеют титулы, дрессировки, проверены на дисплазию (HD-A ED-0),...",Санкт-Петербург,14.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0d/37/fb/640280_130x130.jpg
Вестики (Вест Хайленд Уайт Терьеры),Вест хайленд уайт терьер (вест хайленд вайт терьер),True,90000,0.5,12,174,"Прекрасные принцессы в поисках лучших мам-пап. Предлагаются к продаже породистые щенки вестов, девочки от титулованных родителей. Вакцинация, документы, помощь в выращивании.",Москва,13.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/92/98/07/640177_130x130.jpg
"Щенки сибирского хаски, питомник",Золотистый ретривер,False,50000,0.5,12,256,"Открыто ранее бронирование щенков сибирского хаски, рождённых 22 июля 2023 в помете под литерой М питомника &quotДыхание Шторма&quot IKU/СКОР, Москва. Свободны: _коричнево-белый мальчик _черно-белая и две коричнево-белых девочки. Все щенки голубоглазые....",Москва,11.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/53/91/fd/639984_130x130.jpg
Лабрадудль,Австралийский келпи,False,40000,0.5,12,255,"Девочки породы лабрадудль мини (щенки) Готовы к переезду в свой новый дом. Приучены к пелёнке и прогулкам на улице. Мы прививаем малышей только качественной импортной вакциной,что так же позволяет вам путешествовать в любую точку мира со своим любимцем...",Москва,11.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
Лабрадудль,Колли,False,40000,0.5,14,255,"Девочки породы лабрадудль мини (щенки) Готовы к переезду в свой новый дом. Приучены к пелёнке и прогулкам на улице. Мы прививаем малышей только качественной импортной вакциной,что так же позволяет вам путешествовать в любую точку мира со своим любимцем...",Санкт-Петербург,11.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/18/f9/8e/640012_130x130.jpg
"Аусси, мальчик, 10 месяцев",Австралийская овчарка,False,10000,0.5,13,143,"Территориально находится в Крыму. Доставка в регионы. Привит по возрасту. Кастрирован. С паспортом. Обучен командам, ласковый, добрый, игривый.",Москва,09.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/4c/f5/07/639761_130x130.jpg
Йоркширский терьер,Йоркшир терьер,False,15000,0.5,15,254,"Девочка, Мэри. Рождена 30.05.2019 года. Очень спокойная собака, умная ласковая, любит всегда рядышком быть, любит играть, гулять, приучена к лотку. Есть международный ветеринарный паспорт, все прививки сделаны. Мэри очень любит внимание, а с появление...",Москва,07.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/67/d7/cf/639467_130x130.jpg
Йоркширский терьер,Йоркшир терьер,False,15000,0.5,15,254,"Девочка, Мэри. Рождена 30.05.2019 года. Очень спокойная собака, умная ласковая, любит всегда рядышком быть, любит играть, гулять, приучена к лотку. Есть международный ветеринарный паспорт, все прививки сделаны. Мэри очень любит внимание, а с появление...",Москва,07.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/cb/b9/68/639471_130x130.jpg
Йоркширский терьер,Йоркшир терьер,False,15000,0.5,15,254,"Девочка, Мэри. Рождена 30.05.2019 года. Очень спокойная собака, умная ласковая, любит всегда рядышком быть, любит играть, гулять, приучена к лотку. Есть международный ветеринарный паспорт, все прививки сделаны. Мэри очень любит внимание, а с появление...",Москва,07.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/35/9e/8c/639477_130x130.jpg
Йоркширский терьер,Йоркшир терьер,False,15000,0.5,15,254,"Девочка, Мэри. Рождена 30.05.2019 года. Очень спокойная собака, умная ласковая, любит всегда рядышком быть, любит играть, гулять, приучена к лотку. Есть международный ветеринарный паспорт, все прививки сделаны. Мэри очень любит внимание, а с появление...",Москва,07.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0d/98/bf/639481_130x130.jpg
Йоркширский терьер,Йоркшир терьер,False,15000,0.5,15,254,"Девочка, Мэри. Рождена 30.05.2019 года. Очень спокойная собака, умная ласковая, любит всегда рядышком быть, любит играть, гулять, приучена к лотку. Есть международный ветеринарный паспорт, все прививки сделаны. Мэри очень любит внимание, а с появление...",Москва,07.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/45/4f/16/639482_130x130.jpg
Йоркширский терьер,Йоркшир терьер,False,15000,0.5,15,254,"Девочка, Мэри. Рождена 30.05.2019 года. Очень спокойная собака, умная ласковая, любит всегда рядышком быть, любит играть, гулять, приучена к лотку. Есть международный ветеринарный паспорт, все прививки сделаны. Мэри очень любит внимание, а с появление...",Москва,07.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/3a/a4/b0/639490_130x130.jpg
Йоркширский терьер,Йоркшир терьер,False,15000,0.5,15,254,"Девочка, Мэри. Рождена 30.05.2019 года. Очень спокойная собака, умная ласковая, любит всегда рядышком быть, любит играть, гулять, приучена к лотку. Есть международный ветеринарный паспорт, все прививки сделаны. Мэри очень любит внимание, а с появление...",Москва,07.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/ff/6a/75/639495_130x130.jpg
чихуахуа щенок,Чихуахуа,False,30000,0.5,15,261,"Мальчик чихуахуа, рожд.13.05.2023 ,гладкошерстный,не большого размера ,взрослый вес 2,3-2,5 кг. Короткая мордочка,красивая голова,окрас белокремовый. хороший характер. Социализирован,начал гулять на улице. Туалет дома на пеленку. Все прививки,документы Ркф. ...",Москва,05.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/40/64/cf/639017_130x130.jpg
"Левретка, кобель от импортной вязки",Левретка (итальянская левретка),True,180000,0.5,12,258,"Щенок Босс шоу-класса рождения 10 мая 2023 года, окрас серый (голубой). Резерв по предоплате. Продается с просьбой о выставках. Он слишком красив! Актирован, чипирован, привит вакциной Nobivac. Собака- не предмет для торга, его ценность гораздо выше! Щено...",Санкт-Петербург,05.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/b3/73/31/639038_130x130.jpg
Ирландские терьерчики,Пиренейская горная собака,True,40000,0.5,12,263,"Изумительный щенок, милый медвежонок с терьерским характером может стать вашим уже завтра. Красив и умен, имеет родителей чемпионов породы и все необходимые документы, поставлено клеймо и первая прививка. Даже в дождливой осенью и холодной зимой вам не будет о...",Екатеринбург,02.09.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/aa/b3/36/638711_130x130.jpg
Французский бульдог,Миниатюрный шнауцер,False,65000,0.5,12,97,"Предлагаются щенки французского бульдога. 27.06.23 родились. Документы РКФ, прививки и обработки.",Москва,29.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/ba/a9/c5/638170_130x130.jpg
Французский бульдог,Бигль,False,65000,0.5,12,97,"Предлагаются щенки французского бульдога. 27.06.23 родились. Документы РКФ, прививки и обработки.",Москва,29.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/87/8d/b9/638171_130x130.jpg
ТАКСА миниатюрная- шоколадный щенок,Такса (Дексхунд),False,20000,0.6,15,254,"В поисках ответственных владельцев щенок Гладкошерстной Миниатюрной Таксы- мальчик Шоколадного окраса. Уже подрощенный, сформированный и вполне самостоятельный- 7месяцев. Так что никаких &quotсюрпризов&quot с размером и проблем со здоровьем. Зубки пол...",Москва,26.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/a0/0d/c1/637834_130x130.jpg
Отдадим в очень хорошие руки !,Бультерьер,False,1000,0.5,12,192,"Добрый день. Отдадим в хорошие руки замечательного охранника , который знает множество команд, прошел курс в кинологической школе ( есть сертификат), по имени - Пинки. За подробностями звоните",Москва,24.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
Щенки Бишон фризе,Бишон Фризе,False,30000,0.5,15,52,Мальчик Бишон фризе мини 19.06.2023 готов к переезду,Москва,21.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/52/4a/3c/637208_130x130.jpg
"Продам щенка миниатюрного шпица, девочка , окрас (мерле) мраморный",Померанский шпиц,False,23000,0.2,12,77,Возраст: 3 месяца К пеленке приучена Очень ласковая На 3 фото-мама На 4- папа,Москва,18.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/bd/77/24/637066_130x130.jpg
Королевский корги. Щенки,Вельш корги пемброк (корги пемброк),False,40000,0.5,12,92,Готовы к продаже малыши корги. Рождены 05.07.2023. Документы готовы. Чисто кровные не помесь,Москва,18.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/f3/0d/ce/637155_130x130.jpg
Шпиц,Померанский шпиц,False,30000,0.2,12,115,"Щенок шпица мальчик , родители с родословной, привит , 2 месяца и неделя , очень игривый На последней фото родители",Москва,18.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/96/37/59/637156_130x130.jpg
"Кавалер кинг чарльз спаниель, мальчик бленхейм",Кавалер кинг чарльз спаниель,False,120000,0.5,12,253,"Предлагается к брони мальчик Кавалер Кинг Чарльз Спаниеля Д.р. 07.07.2023 Окрас: бленхейм Отличный парень, с приятным характером ✅Отлично сложен. ✅С породной головой и выражением. ✅Хорошо одет, шерсть шелковистая и густая. ✅Корректный прикус. ✅Без бр...",Воронеж,16.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/50/40/ac/636925_130x130.jpg
Мини аусси,Миниатюрная австралийская овчарка,False,80000,0.5,12,262,"Предлагаем кобелей Миниатюрной американской овчарки. ( мини аусси, Мао, mas) Шикарные мальчишки с хорошей психикой, ласковые, игривые, любят детей. Черный триколор готов стать Вашем членом семьи ! Мальчик без недостатков , хорошая шерсть , борзый и наглый обж...",Москва,16.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/b7/5c/51/636977_130x130.jpg
Американский булли покет щенки,Американский бульдог,False,70000,0.5,10,75,"Дата рождения: 24.05.2023 3 мальчика+2девочки Окрас:чёрный, чёрный с белым.",Москва,14.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/55/fc/fc/636767_130x130.jpg
Американский стаффордширский терьер,Американский стаффордширский терьер,True,80000,0.5,12,97,К продаже предлагается щенок Американского стаффордширского терьера от красивой титулованной пары,Белгород,14.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/27/a6/cc/636780_130x130.jpg
Щенки шипперке (схипперке),Маремма,False,50000,0.2,12,257,"Профессиональный питомник Solandge предлагает для бронирования щенков шипперке (схипперке). Готовы к переезду будут в 3 месяца 10 дней. 1 мальчик NB и 4 девочки (1 NB) Дата рождения - 29.05.2023г. Шикарные родители, со стабильной психикой и здоровьем. Де...",Саратов,13.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/bc/a9/69/636734_130x130.jpg
Шпиц померанского типа,Такса,False,17000,0.5,12,106,"Мальчик и девочка родились 12.12 2022 пушистые нежно рыжие. Чип,прививки сделаны.Едят корм премиум класса.",Москва,11.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/c2/00/21/636610_130x130.jpg
Лабрадор щенки,Лабрадор ретривер,False,50000,0.5,12,41,Настоящий друг может иметь четыре лапы...,Ярославль,10.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/a3/9a/2b/636593_130x130.jpg
Щенки шоколадные лабродетки,Лабрадор ретривер,False,50000,0.5,12,261,"Лабрадоры &ndash уравновешенные и легко обучаемые собаки, которые станут лучшим другом вашим детям и будут преданы Вам. Их не раздражают крики, шум, суета и бурные проявления любви. Лабрадоры обожают проводить время с людьми. Отличные охотники, пловцы, повод...",Рязань,10.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/3a/5d/c0/636598_130x130.jpg
Щенки Аляскинского маламута,Аляскинский маламут,False,10000,0.5,12,57,❗Продаются замечательные щенки породы Аляскинский маламут,Москва,09.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/1c/c0/09/636560_130x130.jpg
Ари и арчи mini той пудель,Той пудель,False,60000,0.3,15,260,"Той-пуделятки - самые самые для истинных ценителей!!!! Предлагаются к продажe ЩЕНКИ МИНИ ТОЙ-ПУДЕЛЯ- ТИКАП ! Ожидаемый вес до 1,5 кг. Аккуратно сложены, кукольные мордочки,коротенькие малюсенькие лапки! Малышам 4 месяца. Только для серьезных людей!!!! Вес щ...",Москва,08.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/fb/e5/6c/636495_130x130.jpg
Душечки Кавалер кинг чарльз спаниель щенки,Кавалер кинг чарльз спаниель,False,40000,0.5,12,262,"По летним ценам невероятно красивые, породные малыши Кавалер Кинг Чарльз спаниеля девочка и два мальчика. Супер веселые, активные и позитивные ребята. Отличное происхождение, крепкая психика, красивые головы и правильная шерсть, кукольные мордашки, правильный...",Москва,08.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/50/3c/fa/636512_130x130.jpg
Душечки Кавалер кинг чарльз спаниель щенки,Кавалер кинг чарльз спаниель,False,40000,0.5,12,262,"По летним ценам невероятно красивые, породные малыши Кавалер Кинг Чарльз спаниеля девочка и два мальчика. Супер веселые, активные и позитивные ребята. Отличное происхождение, крепкая психика, красивые головы и правильная шерсть, кукольные мордашки, правильный...",Москва,08.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/16/01/81/636503_130x130.jpg
Чудесные вести,Вест хайленд уайт терьер (вест хайленд вайт терьер),False,60000,0.5,12,262,"Самые крутые щенки Вестики!!! Мы пока маленькие, но уже понимаем, что такое любовь и преданность. У нас очень породные родители, шикарная родословная, красивые и обаятельные братья и сестры. Нас любят и холят, кормят кормом супер премиум класса, делают привив...",Москва,08.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/39/ce/86/636507_130x130.jpg
Шпиц Мишки,Померанский шпиц,False,30000,0.2,12,254,"Шпиц порода Мишки. Маленькое солнышко, станет другом не только вам ,но и вашим детям. 3 месяца. Очень пушистый. Игривый Мальчик . Сделаны прививки по возрасту. Есть вет.паспорт. К пелёнке приучен. Находимся в Казани. Продаю в связи с появившейся аллер...",Казань,01.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/f8/2b/0f/635557_130x130.jpg
Щенки таксы миниатюрной и кроличьей гладкошерстной,Такса (Дексхунд),False,35000,0.3,15,260,"Продаются щенки таксы от заводчика. Миниатюрные и кроличьи гладкошерстные. Дата рождения: 23.03.23 - ( 4 месяца). Фантастически красивые рыжие малыши - мальчики и девочка! Прекрасный характер, привиты, чипированы, очень воспитанные, приученные к пеленкам. О...",Москва,01.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/8e/29/e0/635743_130x130.jpg
Шпиц Мишки,Померанский шпиц,False,30000,0.2,12,254,"Шпиц порода Мишки. Маленькое солнышко, станет другом не только вам ,но и вашим детям. 3 месяца. Очень пушистый. Игривый Мальчик . Сделаны прививки по возрасту. Есть вет.паспорт. К пелёнке приучен. Находимся в Казани. Продаю в связи с появившейся аллер...",Казань,01.08.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0c/11/86/635554_130x130.jpg
Щенки Восточноевропейской овчарки,Среднеазиатская овчарка,False,45000,0.5,10,263,"Питомник Ким Зонненберг, Московская область, г.Солнечногорск, предлагает к продаже щенков Восточноевропейской овчарки, 2 сыночка и 4 лапочки дочки, рожденные 21.05.23 все чепрачного окраса, при продаже щенки будут иметь документы РКФ - договор купли-продажи, в...",Москва,30.07.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/43/3a/fe/635406_130x130.jpg
Продажа мальтезе Санкт-Петербург,Мальтийская болонка,False,75000,0.5,15,27,Шикарные белоснежные малыши,Санкт-Петербург,30.07.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/fe/1b/39/635427_130x130.jpg
"Шоколадная девочка кхс, мини",Китайская хохлатая собака,True,70000,0.5,12,259,"Готова к переезду в новый дом пуховая мини-девочка КХС (Китайская хохлатая собака) в цвете горький шоколад от красивой пары. Ожидаемый вес 2,6-3 кг. Привита по возрасту, имеет клеймо и чип. Чиста от ген заболеваний по родителям. Малышка не для выставок и р...",Москва,29.07.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/9b/66/7c/635352_130x130.jpg
Щенки УИППЕТА,Уиппет,True,150000,0.5,12,258,"Предлагаю Вашему вниманию щенков породы Уиппет (малая английская борзая). Родились 05.06.2023, г. Москва. Оба родителя здоровые, титулованные, чемпионы, имеют соответствующие документы РКФ. Щенки имеют полный комплект документов: метрика РКФ (&quotщенячка...",Москва,28.07.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/52/69/69/635335_130x130.jpg
Щенки Таксы,Такса (Дексхунд),False,10000,0.5,15,257,"❗️К резерву готовы щенки чистокровной стандартной таксы в обеспеченную и ответственную семью ❗️ Родились 13.06.2023 ❗️ Без дефектов ❗️ Окрас черный с коричневым подпалом ❗️ Здоровые, активные, социализированные ❗️ В роду не было никаких помесей, в том чи...",Краснодар,27.07.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0a/38/2d/635219_130x130.jpg
Щенок Сиба-ину,Сиба-ину,False,120000,0.5,13,108,"Маленький(ая) Сиба-ину, который(ая) будет готов(а) к переезду 5 сентября. Лучший подарок себе и вашим деткам",Санкт-Петербург,26.07.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/c9/48/4f/635145_130x130.jpg
Щенки Амстаффа от Чемпионов,Американский стаффордширский терьер,False,80000,0.5,12,196,Питомник Глория рег. РКФ/FCI 1997г. Предлагает красивых щенков Американского Стаффордширского терьера ярких и нарядных окрасов бостон тяжёлого и стандартного типа д. р. 21 июня 2023 от проверенной,Москва,24.07.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/5f/0d/57/634940_130x130.jpg
